MDB,Sovereign / Non-sovereign ,Project name,Project ID,Approval date,Approval year,Country,World Bank Income Level,Investment instrument,Sector (general),Total commitment ($ million),Mitigation sector,Adaptation sector,"Type (mitigation, adaptation or dual-use)",Climate finance ($ million),Mitigation ($ million),Adaptation ($ million),Dual-use ($ million),Climate finance percentage,Source
World Bank,Sovereign,Colombia Green and Resilient DPO,P180033,,2023,Colombia,,,"Environment Natural Resources
and the Blue Economy","1,000.00",,,,,611.1,191.7,,80.3%,World Bank Climate Finance 2023
World Bank,Sovereign,Community Livelihood Enhancement And Resilience,P178545,,2023,Lao People's Democratic Republic,,,Social Sustainability and Inclusion,45,,,,,3.8,8.1,,26.5%,World Bank Climate Finance 2023
World Bank,Sovereign,Comoros Interisland Connectivity Project Additional Finance,P180734,,2023,Comoros,,,Transport,15,,,,,0,11.1,,74.2%,World Bank Climate Finance 2023
World Bank,Sovereign,Costa Rica Third Fiscal and Decarbonization Management DPL,P177029,,2023,Costa Rica,,,"Macroeconomics Trade and
Investment",500,,,,,232.8,7.8,,48.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cote d’Ivoire Inclusive Connectivity and Rural Infrastructure
Project",P178362,,2023,Côte d’Ivoire,Lower middle income,,Transport,300,,,,,9.3,128,,45.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cote d’Ivoire National Electricity Digitalization and Access
operation",P176776,,2023,Côte d’Ivoire,Lower middle income,,Energy and Extractives,300,,,,,111.7,35.6,,49.1%,World Bank Climate Finance 2023
World Bank,Sovereign,Cote d'Ivoire First Investment for Growth DPF,P178064,,2023,Côte d’Ivoire,Lower middle income,,"Macroeconomics Trade and
Investment",400,,,,,50,25,,18.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"Côte d'Ivoire Health, Nutrition, and Early Childhood
Development Program",P179550,,2023,Côte d’Ivoire,Lower middle income,,Health Nutrition and Population,200,,,,,1.6,7.7,,4.6%,World Bank Climate Finance 2023
World Bank,Sovereign,"Côte d'Ivoire Strengthening Primary Education System
Operation",P177800,,2023,Côte d’Ivoire,Lower middle income,,Education,350,,,,,0,10.4,,3.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Decentralized Sustainable and Resilient Rural Water and
Sanitation Project",P178188,,2023,Haiti,,,Water,80,,,,,6.6,18.4,,31.2%,World Bank Climate Finance 2023
World Bank,Sovereign,Digital and Energy Connectivity for Inclusion in Madagascar Project,P178701,,2023,Madagascar,,,Energy and Extractives,400,,,,,245.1,7.6,,63.2%,World Bank Climate Finance 2023
World Bank,Sovereign,"Digital, Innovation, and Green Technology Project",P180755,,2023,Croatia,,,"Finance Competitiveness and
Innovation",116.4,,,,,17.9,6.4,,20.8%,World Bank Climate Finance 2023
World Bank,Sovereign,Djibouti Aﬀordable Housing Finance Project,P176772,,2023,Djibouti,,,"Finance Competitiveness and
Innovation",15,,,,,0.3,1.9,,14.3%,World Bank Climate Finance 2023
World Bank,Sovereign,Djibouti Emergency Food Security Crisis Response Project,P178988,,2023,Djibouti,,,Agriculture and Food,20,,,,,0.4,8.7,,45.3%,World Bank Climate Finance 2023
World Bank,Sovereign,Dominican Republic Emergency Response and Resilience Project,P180163,,2023,Dominican Republic,,,Urban Resilience and Land,200,,,,,0,96.2,,48.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"Dominican Republic Second DRM Development Policy Loan
with a Catastrophe Deferred Drawdown Option",P178122,,2023,Dominican Republic,,,Urban Resilience and Land,230,,,,,2.3,135.7,,60.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Dominican Republic Water Sector Modernization Program,P177823,,2023,Dominican Republic,,,Water,250,,,,,47,23.3,,28.1%,World Bank Climate Finance 2023
World Bank,Sovereign,DRC Girls Learning and Empowerment Project,P178684,,2023,"Congo, Democratic Republic of",,,Education,400,,,,,10.8,12,,5.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Eastern Africa Regional Digital Integration Project,P176181,,2023,Eastern and Southern Africa,,,Digital Development,172,,,,,4.4,8.8,,7.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Economic Acceleration and Resilience for NEET (EARN),P178077,,2023,Bangladesh,,,Education,300,,,,,16.3,36.2,,17.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Ecuador - Promoting Access to Finance for Productive Purposes
for MSMEs - AF",P180477,,2023,Ecuador,,,"Finance Competitiveness and
Innovation",300,,,,,17.2,17.2,,11.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Ecuador Second Green and Resilient Recovery DPF (EGARR
DPF-2)",P178636,,2023,Ecuador,,,Energy and Extractives,500,,,,,291.7,96.3,,77.6%,World Bank Climate Finance 2023
World Bank,Sovereign,Ecuador: Emergency Resilient Reconstruction Project,P181079,,2023,Ecuador,,,Transport,150,,,,,0,22,,14.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Education Quality Improvement Project,P179363,,2023,Moldova,,,Education,40,,,,,2.7,2.3,,12.7%,World Bank Climate Finance 2023
World Bank,Sovereign,El Salvador Water Sector Resilience Project,P178734,,2023,El Salvador,,,Water,100,,,,,32.2,9.1,,41.3%,World Bank Climate Finance 2023
World Bank,Sovereign,Electricity Sector Eﬃciency and Supply Reliability Program,P171296,,2023,Jordan,,,Energy and Extractives,250,,,,,82.2,0,,32.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Emergency Response and Nafa Program Support Project
Additional Financing",P177214,,2023,Guinea,,,Social Protection and Jobs,80,,,,,0,16.4,,20.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Emergency Social Protection Enhancement and COVID-19
Response Project AF2",P180358,,2023,"Yemen, Republic of",,,Social Protection and Jobs,207,,,,,0,25.8,,12.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Enhancing Community Resilience and Local Governance Project
Phase II Additional Financing",P180785,,2023,South Sudan,,,Urban Resilience and Land,30,,,,,0,15.3,,51.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"Enhancing Connectivity and Resilience in the Far North of
Cameroon for Inclusiveness Project",P178207,,2023,Cameroon,,,Transport,330,,,,,14.7,140.5,,47.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Enhancing Resilience in Kyrgyzstan Second Additional Financing,P180365,,2023,Kyrgyz Republic,,,Urban Resilience and Land,30,,,,,11.7,0,,39.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Enhancing Sierra Leone Energy Access Project  Additional Financing,P178677,,2023,Sierra Leone,,,Energy and Extractives,13,,,,,1.1,1.1,,16.2%,World Bank Climate Finance 2023
World Bank,Sovereign,Equitable and Green Path Development Policy Financing,P180566,,2023,Colombia,,,Poverty and Equity,750,,,,,175,0,,23.3%,World Bank Climate Finance 2023
World Bank,Sovereign,Eskom Just Energy Transition Project,P177398,,2023,South Africa,,,Energy and Extractives,439.5,,,,,439.5,0,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Ethiopia Electriﬁcation Program Additional Financing,P178895,,2023,Ethiopia,,,Energy and Extractives,250,,,,,229.9,0,,92.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Ethiopia Flood Management Project,P176327,,2023,Ethiopia,,,Urban Resilience and Land,300,,,,,0,300,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Ethiopia Human Capital Operation,P172284,,2023,Ethiopia,,,Education,400,,,,,5.5,57.4,,15.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Ethiopia Program for Results (Hybrid) for Strengthening
Primary Health Care Services.",P175167,,2023,Ethiopia,,,Health Nutrition and Population,400,,,,,17.1,22.4,,9.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Fifth Additional Financing for Public Expenditures for
Administrative Capacity Endurance (PEACE) in UKRAINE",P181141,,2023,Ukraine,,,Governance,500,,,,,0,0,,0.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Fiji Tourism Development Program in Vanua Levu,P178694,,2023,Fiji,,,Transport,61.5,,,,,4.8,17.7,,36.6%,World Bank Climate Finance 2023
World Bank,Sovereign,First Green and Climate Resilient Development Credit,P179079,,2023,Bangladesh,,,"Environment Natural Resources
and the Blue Economy",500,,,,,155.8,59.4,,43.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"First Green and Resilient Georgia Development Policy
Operation",P177797,,2023,Georgia,,,"Macroeconomics Trade and
Investment",50,,,,,20.3,4.7,,50.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"First Low-Carbon Energy Programmatic Development Policy
Loan",P181032,,2023,India,,,Energy and Extractives,"1,500.00",,,,,"1,500.00",0,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"First Nepal Green, Resilient and Inclusive Programmatic DPC",P177776,,2023,Nepal,,,"Environment Natural Resources
and the Blue Economy",100,,,,,37.9,24.3,,62.2%,World Bank Climate Finance 2023
World Bank,Sovereign,First Resilience and Green Development - DPL,P178202,,2023,Albania,,,"Macroeconomics Trade and
Investment",120,,,,,58.3,15,,61.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"First Serbia Green Transition Programmatic Development
Policy Loan",P177410,,2023,Serbia,,,"Macroeconomics Trade and
Investment",160,,,,,84,12,,60.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Fiscal Sustainability and Inclusive Green Growth (FIGG)
Development Policy Operation",P180339,,2023,Kenya,,,"Macroeconomics Trade and
Investment","1,000.00",,,,,197.5,62.5,,26.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Food Systems Resilience Program for Eastern and Southern
Africa (Phase 3)",P177816,,2023,Eastern and Southern Africa,,,Agriculture and Food,603,,,,,63.1,268.1,,54.9%,World Bank Climate Finance 2023
World Bank,Sovereign,Forest and Savanna Restoration Investment Program,P178642,,2023,"Congo, Democratic Republic of",,,"Environment Natural Resources
and the Blue Economy",290,,,,,245.3,2.8,,85.6%,World Bank Climate Finance 2023
World Bank,Sovereign,"Fourth Additional Financing for Public Expenditures for
Administrative Capacity Endurance (PEACE) in Ukraine",P180453,,2023,Ukraine,,,Governance,500,,,,,0,0,,0.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Georgia Resilient Agriculture, Irrigation, and Land Project",P175629,,2023,Georgia,,,Water,75,,,,,9.3,25.8,,46.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Ghana Productive Safety Net Project 2 - Additional Financing,P180659,,2023,Ghana,,,Social Protection and Jobs,150,,,,,3.9,20.1,,16.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Ghana Tree Crop Diversiﬁcation Project,P180060,,2023,Ghana,,,Agriculture and Food,200,,,,,108,22.8,,65.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Greater Accra Resilient and Integrated Development Project
Additional Financing",P178778,,2023,Ghana,,,Urban Resilience and Land,150,,,,,0.7,74.4,,50.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Green, resilient and inclusive DPO",P176278,,2023,Armenia,,,"Macroeconomics Trade and
Investment",100,,,,,25.9,8.4,,34.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Green, Resilient and Inclusive Regeneration of the Central
Area of Porto Alegre",P178072,,2023,Brazil,,,Urban Resilience and Land,84.6,,,,,49.6,20.3,,82.6%,World Bank Climate Finance 2023
World Bank,Sovereign,"Green, Resilient and Transformational Tourism Development
Project (GREAT-TDP)",P180337,,2023,Zambia,,,"Environment Natural Resources
and the Blue Economy",100,,,,,6.8,8.9,,15.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Guinea Support to Local Governance Project 2,P177095,,2023,Guinea,,,"Social Sustainability and
Inclusion",81,,,,,0,17.9,,22.2%,World Bank Climate Finance 2023
World Bank,Sovereign,Guinea-Bissau Public Sector Strengthening Project II,P176383,,2023,"Guinea-
Bissau",,,Governance,20,,,,,0.1,0.6,,3.2%,World Bank Climate Finance 2023
World Bank,Sovereign,"Gujarat Resilient Cities Partnership: Ahmedabad City
Resilience Project",P175728,,2023,India,,,Urban Resilience and Land,280,,,,,203.1,45.9,,88.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Haiti Emergency Resilient Agriculture for Food Security Project -
Additional Financing",P179799,,2023,Haiti,,,Agriculture and Food,50,,,,,1.3,12.7,,28.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Harmonizing and Improving Statistics in West and Central
Africa - Series of Projects 1 (HISWACA - SOP 1)",P178497,,2023,Western and Central Africa,,,Poverty and Equity,460,,,,,5.4,55.1,,13.1%,World Bank Climate Finance 2023
World Bank,Sovereign,Health Enhancement And Lifesaving (HEAL) Ukraine Project,P180245,,2023,Ukraine,,,Health Nutrition and Population,103.5,,,,,5.2,1.4,,6.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Healthcare Action Through Rapid Infrastructure Improvements
(“HARI'I”) Project",P179592,,2023,Timor-Leste,,,Health Nutrition and Population,50,,,,,25.4,2.7,,56.2%,World Bank Climate Finance 2023
World Bank,Sovereign,Himachal Pradesh Power Sector Development Program,P176032,,2023,India,,,Energy and Extractives,200,,,,,118.6,6.3,,62.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Human Resources capacity for Universal Health Coverage in
Angola",P180631,,2023,Angola,,,Health Nutrition and Population,200,,,,,16.2,15.5,,15.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"ID for Inclusive Service Delivery and Digital Transformation in
Indonesia",P175218,,2023,Indonesia,,,Social Protection and Jobs,250,,,,,1.7,13.1,,5.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Improving Equitable Access to High Standard Public Services
through GovTech",P177845,,2023,Albania,,,Governance,65,,,,,7.4,0.8,,12.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Improving public ﬁnancial management for the green
transition",P175655,,2023,Serbia,,,Governance,75,,,,,29.4,19.7,,65.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Indonesia Sustainable Least-cost Electriﬁcation-1 (ISLE-1)
Program",P174350,,2023,Indonesia,,,Energy and Extractives,500,,,,,220.9,51.6,,54.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Indonesia Third Financial Sector Reform Development Policy
Financing",P173233,,2023,Indonesia,,,"Finance Competitiveness and
Innovation","1,000.00",,,,,143.2,106.8,,25.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Indonesia: National Urban Flood Resilience Project (NUFReP),P173671,,2023,Indonesia,,,Urban Resilience and Land,400,,,,,41.3,311.3,,88.2%,World Bank Climate Finance 2023
World Bank,Sovereign,"Indonesia: Strengthening National Tuberculosis Response
Program",P178517,,2023,Indonesia,,,Health Nutrition and Population,300,,,,,0,0,,0.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Innovation for Resilient Food Systems (Alianzas Rurales - PAR
III) Project",P175672,,2023,Bolivia,,,Agriculture and Food,300,,,,,50.3,52.5,,34.3%,World Bank Climate Finance 2023
World Bank,Sovereign,Innovation Program for Smart Growth (PINCRI),P175143,,2023,Argentina,,,"Finance Competitiveness and
Innovation",200,,,,,11.6,11.2,,11.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Integrated Flood Resilience and Adaptation Project,P180323,,2023,Pakistan,,,Water,213,,,,,21.3,124.6,,68.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Integrated Social Protection Inclusion and Resilience Project
(INSPIRE)",P179440,,2023,Dominican Republic,,,Social Protection and Jobs,100,,,,,0.8,7.9,,8.7%,World Bank Climate Finance 2023
World Bank,Sovereign,INVESTING IN NUTRITION & EARLY YEARS PHASE 2 PROGRAM,P180491,,2023,Indonesia,,,Health Nutrition and Population,600,,,,,0,84.2,,14.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Joining Eﬀorts for an Education of Excellence in Paraguay
Project",P180015,,2023,Paraguay,,,Education,125.3,,,,,4.8,15.3,,16.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Jordan Inclusive, Transparent and Climate Responsive
Investments Program For Results",P180285,,2023,Jordan,,,Governance,400,,,,,97.2,97.2,,48.6%,World Bank Climate Finance 2023
World Bank,Sovereign,Jordan Water Sector Eﬃciency Project,P176619,,2023,Jordan,,,Water,200,,,,,45.8,38,,41.9%,World Bank Climate Finance 2023
World Bank,Sovereign,Kananga Emergency Urban Resilience Project,P179292,,2023,"Congo, Democratic Republic of",,,Urban Resilience and Land,100,,,,,6.3,56.5,,62.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Karnataka Sustainable Rural Water Supply Program,P179039,,2023,India,,,Water,363,,,,,18.1,86.4,,28.8%,World Bank Climate Finance 2023
World Bank,Sovereign,Kenya Digital Economy Acceleration Project,P170941,,2023,Kenya,,,Digital Development,390,,,,,1.3,20,,5.5%,World Bank Climate Finance 2023
World Bank,Sovereign,Kenya Green and Resilient Expansion of Energy Program,P176698,,2023,Kenya,,,Energy and Extractives,400,,,,,191.4,0.1,,47.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Khyber Pakhtunkhwa Rural Investment and Institutional Support
Project",P176780,,2023,Pakistan,,,"Social Sustainability and
Inclusion",200,,,,,4.3,79.4,,41.8%,World Bank Climate Finance 2023
World Bank,Sovereign,Kyrgyz Renewable Energy Development Project,P178286,,2023,Kyrgyz Republic,,,Energy and Extractives,67.7,,,,,67.7,0,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Land management infrastructure for green and sustainable
development",P179217,,2023,Türkiye,,,Urban Resilience and Land,85.4,,,,,0.6,7.6,,9.6%,World Bank Climate Finance 2023
